time,PressureIn,PressureOut,MotorCurrent,StuffingBoxTemp,Passage
2017-07-29T08:01:17.758Z,1.0,3.0504,51.0,25.0,247.932
2017-07-29T08:01:18.757Z,1.0,2.90464,49.0,25.0,245.078
2017-07-29T08:01:19.760Z,1.0,2.90633,50.0,25.0,240.083
2017-07-29T08:01:20.759Z,1.0,3.01314,50.0,25.0,245.2
2017-07-29T08:01:21.757Z,1.0,3.00933,50.0,25.0,245.254
2017-07-29T08:01:22.759Z,1.0,2.97348,50.0,25.0,243.441
2017-07-29T08:01:23.757Z,1.0,2.94393,49.0,25.0,249.273
2017-07-29T08:01:24.758Z,1.0,2.91116,50.0,25.0,244.327
2017-07-29T08:01:25.757Z,1.0,2.99398,49.0,25.0,249.701
2017-07-29T08:01:26.756Z,1.0,2.94834,51.0,25.0,248.985
2017-07-29T08:01:27.759Z,1.0,2.92687,49.0,25.0,241.903
2017-07-29T08:01:28.757Z,1.0,3.03391,51.0,25.0,240.433
2017-07-29T08:01:29.756Z,1.0,3.07566,49.0,25.0,242.001
2017-07-29T08:01:30.759Z,1.0,2.97189,49.0,25.0,246.942
2017-07-29T08:01:31.757Z,1.0,3.08611,51.0,25.0,249.163
2017-07-29T08:01:32.759Z,1.0,2.99592,49.0,25.0,248.79
2017-07-29T08:01:33.758Z,1.0,2.98757,50.0,25.0,245.86
2017-07-29T08:01:34.757Z,1.0,2.93802,50.0,25.0,248.69
2017-07-29T08:01:35.757Z,1.0,2.93683,51.0,25.0,241.253
2017-07-29T08:01:36.757Z,1.0,3.02465,50.0,25.0,248.441
2017-07-29T08:01:37.757Z,1.0,2.99485,51.0,25.0,241.206
2017-07-29T08:01:38.759Z,1.0,3.02701,51.0,25.0,240.235
2017-07-29T08:01:39.758Z,1.0,2.95481,49.0,25.0,249.671
2017-07-29T08:01:40.757Z,1.0,2.92151,50.0,25.0,246.786
2017-07-29T08:01:41.756Z,1.0,3.06967,49.0,25.0,241.687
2017-07-29T08:01:42.759Z,1.0,3.00349,49.0,25.0,246.251
2017-07-29T08:01:43.757Z,1.0,3.05486,51.0,25.0,249.203
2017-07-29T08:01:44.758Z,1.0,2.9703,49.0,25.0,242.071
2017-07-29T08:01:45.757Z,1.0,3.09006,50.0,25.0,248.578
2017-07-29T08:01:46.757Z,1.0,3.0711,49.0,25.0,240.635
2017-07-29T08:01:47.758Z,1.0,3.03992,51.0,25.0,244.306
2017-07-29T08:01:48.758Z,1.0,3.03656,49.0,25.0,247.234
2017-07-29T08:01:49.758Z,1.0,3.08145,49.0,25.0,248.313
2017-07-29T08:01:50.757Z,1.0,2.97763,49.0,25.0,249.5
2017-07-29T08:01:51.758Z,1.0,3.08958,50.0,25.0,249.579
2017-07-29T08:01:52.757Z,1.0,3.00173,50.0,25.0,243.53
2017-07-29T08:01:53.757Z,1.0,3.01948,50.0,25.0,245.813
2017-07-29T08:01:54.758Z,1.0,2.96414,50.0,25.0,247.543
2017-07-29T08:01:55.758Z,1.0,3.05685,50.0,25.0,248.997
2017-07-29T08:01:56.758Z,1.0,2.97584,50.0,25.0,247.379
2017-07-29T08:01:57.758Z,1.0,3.01284,49.0,25.0,240.802
2017-07-29T08:01:58.756Z,1.0,3.05203,50.0,25.0,243.731
2017-07-29T08:01:59.759Z,1.0,3.04189,51.0,25.0,243.61
2017-07-29T08:02:00.758Z,1.0,3.03243,51.0,25.0,248.879
2017-07-29T08:02:01.756Z,1.0,2.98503,49.0,25.0,249.304
2017-07-29T08:02:02.769Z,1.0,3.06183,50.0,25.0,247.247
2017-07-29T08:02:03.759Z,1.0,3.01137,49.0,25.0,242.374
2017-07-29T08:02:04.758Z,1.0,2.90951,49.0,25.0,245.408
2017-07-29T08:02:05.757Z,1.0,3.07361,51.0,25.0,247.494
2017-07-29T08:02:06.762Z,1.0,3.05729,50.0,25.0,249.62
2017-07-29T08:02:07.758Z,1.0,2.93237,51.0,25.0,245.829
2017-07-29T08:02:08.758Z,1.0,3.02026,51.0,25.0,248.774
2017-07-29T08:02:09.758Z,1.0,3.06587,50.0,25.0,240.107
2017-07-29T08:02:10.757Z,1.0,3.00861,49.0,25.0,243.986
2017-07-29T08:02:11.757Z,1.0,2.98943,51.0,25.0,247.283
2017-07-29T08:02:12.757Z,1.0,3.01731,50.0,25.0,249.32
2017-07-29T08:02:13.757Z,1.0,3.08948,49.0,25.0,240.585
2017-07-29T08:02:14.758Z,1.0,2.96862,49.0,25.0,247.415
2017-07-29T08:02:15.758Z,1.0,2.95359,51.0,25.0,241.216
2017-07-29T08:02:16.760Z,1.0,3.05417,51.0,25.0,245.46
2017-07-29T08:02:17.758Z,1.0,3.07704,50.0,25.0,245.145
2017-07-29T08:02:18.760Z,1.0,2.95555,49.0,25.0,247.245
2017-07-29T08:02:19.758Z,1.0,3.07206,50.0,25.0,243.566
2017-07-29T08:02:20.756Z,1.0,2.98781,51.0,25.0,242.043
2017-07-29T08:02:21.758Z,1.0,3.02321,50.0,25.0,247.967
2017-07-29T08:02:22.757Z,1.0,3.03622,50.0,25.0,247.354
2017-07-29T08:02:23.757Z,1.0,2.94745,51.0,25.0,243.604
2017-07-29T08:02:24.758Z,1.0,3.06589,49.0,25.0,246.013
2017-07-29T08:02:25.758Z,1.0,2.95305,50.0,25.0,249.675
2017-07-29T08:02:26.758Z,1.0,3.00336,49.0,25.0,245.315
2017-07-29T08:02:27.757Z,1.0,2.97513,49.0,25.0,242.079
2017-07-29T08:02:28.758Z,1.0,2.94259,50.0,25.0,242.796
2017-07-29T08:02:29.756Z,1.0,3.02066,49.0,25.0,246.313
2017-07-29T08:02:30.756Z,1.0,2.9408,49.0,25.0,246.358
2017-07-29T08:02:31.759Z,1.0,3.00755,51.0,25.0,245.319
2017-07-29T08:02:32.757Z,1.0,2.96667,51.0,25.0,241.831
2017-07-29T08:02:33.758Z,1.0,3.05642,50.0,25.0,240.994
2017-07-29T08:02:34.764Z,1.0,3.07036,50.0,25.0,245.098
2017-07-29T08:02:35.758Z,1.0,3.01428,51.0,25.0,249.973
2017-07-29T08:02:36.758Z,1.0,2.98551,49.0,25.0,244.716
2017-07-29T08:02:37.758Z,1.0,2.98195,51.0,25.0,245.412
2017-07-29T08:02:38.758Z,1.0,2.97403,50.0,25.0,240.948
2017-07-29T08:02:39.757Z,1.0,3.00651,51.0,25.0,248.087
2017-07-29T08:02:40.757Z,1.0,3.009,49.0,25.0,244.377
2017-07-29T08:02:41.758Z,1.0,3.01135,49.0,25.0,243.404
2017-07-29T08:02:42.757Z,1.0,2.98543,50.0,25.0,248.159
2017-07-29T08:02:43.758Z,1.0,2.99471,50.0,25.0,247.207
2017-07-29T08:02:44.758Z,1.0,2.97687,49.0,25.0,248.716
2017-07-29T08:02:45.757Z,1.0,3.05751,49.0,25.0,243.754
2017-07-29T08:02:46.757Z,1.0,3.04401,51.0,25.0,246.434
2017-07-29T08:02:47.757Z,1.0,3.04833,50.0,25.0,245.175
2017-07-29T08:02:48.757Z,1.0,2.97333,50.0,25.0,247.168
2017-07-29T08:02:49.758Z,1.0,3.06227,49.0,25.0,244.419
2017-07-29T08:02:50.757Z,1.0,3.00601,51.0,25.0,243.033
2017-07-29T08:02:51.757Z,1.0,3.02606,50.0,25.0,244.331
2017-07-29T08:02:52.759Z,1.0,2.93269,51.0,25.0,243.606
2017-07-29T08:02:53.756Z,1.0,3.06916,50.0,25.0,245.369
2017-07-29T08:02:54.756Z,1.0,2.90573,51.0,25.0,242.338
2017-07-29T08:02:55.755Z,1.0,3.04571,50.0,25.0,244.793
2017-07-29T08:02:56.758Z,1.0,2.97978,51.0,25.0,244.025
2017-07-29T08:02:57.756Z,1.0,2.95745,49.0,25.0,242.23
2017-07-29T08:02:58.759Z,1.0,2.96102,50.0,25.0,243.778
2017-07-29T08:02:59.758Z,1.0,3.06218,49.0,25.0,241.505
2017-07-29T08:03:00.758Z,1.0,3.04886,51.0,25.0,242.461
2017-07-29T08:03:01.758Z,1.0,3.05626,49.0,25.0,247.911
2017-07-29T08:03:02.756Z,1.0,3.01657,51.0,25.0,244.081
2017-07-29T08:03:03.761Z,1.0,3.02242,49.0,25.0,244.744
2017-07-29T08:03:04.759Z,1.0,2.92485,51.0,25.0,243.557
2017-07-29T08:03:05.758Z,1.0,2.95757,49.0,25.0,244.413
2017-07-29T08:03:06.757Z,1.0,3.01889,50.0,25.0,244.779
2017-07-29T08:03:07.758Z,1.0,2.96608,51.0,25.0,248.773
2017-07-29T08:03:08.757Z,1.0,2.95044,50.0,25.0,245.236
2017-07-29T08:03:09.759Z,1.0,2.94673,50.0,25.0,241.994
2017-07-29T08:03:10.757Z,1.0,3.01672,51.0,25.0,240.903
2017-07-29T08:03:11.759Z,1.0,2.94064,50.0,25.0,248.319
2017-07-29T08:03:12.758Z,1.0,2.94315,50.0,25.0,249.906
2017-07-29T08:03:13.756Z,1.0,2.96934,49.0,25.0,247.891
2017-07-29T08:03:14.757Z,1.0,3.08047,51.0,25.0,241.807
2017-07-29T08:03:15.756Z,1.0,3.09971,49.0,25.0,247.584
2017-07-29T08:03:16.759Z,1.0,2.96578,50.0,25.0,247.635
2017-07-29T08:03:17.756Z,1.0,2.9532,51.0,25.0,241.777
2017-07-29T08:03:18.759Z,1.0,3.03469,51.0,25.0,240.054
2017-07-29T08:03:19.757Z,1.0,3.05329,49.0,25.0,241.447
2017-07-29T08:03:20.758Z,1.0,3.09415,51.0,25.0,249.742
2017-07-29T08:03:21.757Z,1.0,3.00408,49.0,25.0,240.146
2017-07-29T08:03:22.757Z,1.0,2.99705,49.0,25.0,249.318
2017-07-29T08:03:23.758Z,1.0,3.03878,51.0,25.0,243.572
2017-07-29T08:03:24.757Z,1.0,3.02585,49.0,25.0,246.228
2017-07-29T08:03:25.757Z,1.0,3.0941,51.0,25.0,246.805
2017-07-29T08:03:26.756Z,1.0,3.01777,50.0,25.0,247.213
2017-07-29T08:03:27.759Z,1.0,2.98137,50.0,25.0,241.094
2017-07-29T08:03:28.758Z,1.0,3.07382,51.0,25.0,245.501
2017-07-29T08:03:29.758Z,1.0,2.96134,50.0,25.0,241.677
2017-07-29T08:03:30.758Z,1.0,3.01326,50.0,25.0,244.012
2017-07-29T08:03:31.757Z,1.0,3.01268,50.0,25.0,240.573
2017-07-29T08:03:32.757Z,1.0,2.98837,51.0,25.0,249.817
2017-07-29T08:03:33.757Z,1.0,3.03971,49.0,25.0,245.085
2017-07-29T08:03:34.757Z,1.0,3.08749,50.0,25.0,243.176
2017-07-29T08:03:35.757Z,1.0,2.91634,51.0,25.0,244.91
2017-07-29T08:03:36.758Z,1.0,2.95145,51.0,25.0,244.881
2017-07-29T08:03:37.758Z,1.0,2.93745,49.0,25.0,249.713
2017-07-29T08:03:38.758Z,1.0,3.03513,50.0,25.0,244.637
2017-07-29T08:03:39.758Z,1.0,3.06927,51.0,25.0,245.901
2017-07-29T08:03:40.758Z,1.0,2.98705,49.0,25.0,247.053
2017-07-29T08:03:41.758Z,1.0,3.08331,51.0,25.0,247.433
2017-07-29T08:03:42.758Z,1.0,2.92007,49.0,25.0,246.779
2017-07-29T08:03:43.756Z,1.0,2.94741,50.0,25.0,242.128
2017-07-29T08:03:44.759Z,1.0,2.93126,51.0,25.0,246.579
2017-07-29T08:03:45.756Z,1.0,3.05912,49.0,25.0,243.176
2017-07-29T08:03:46.758Z,1.0,2.92299,50.0,25.0,248.04
2017-07-29T08:03:47.756Z,1.0,2.96471,50.0,25.0,246.87
2017-07-29T08:03:48.757Z,1.0,3.00586,51.0,25.0,240.305
2017-07-29T08:03:49.758Z,1.0,3.03724,49.0,25.0,243.052
2017-07-29T08:03:50.759Z,1.0,2.95195,50.0,25.0,244.084
2017-07-29T08:03:51.757Z,1.0,2.91394,51.0,25.0,245.715
2017-07-29T08:03:52.758Z,1.0,2.93922,51.0,25.0,242.29
2017-07-29T08:03:53.757Z,1.0,3.04208,50.0,25.0,248.886
2017-07-29T08:03:54.758Z,1.0,3.00947,51.0,25.0,241.476
2017-07-29T08:03:55.758Z,1.0,2.97836,50.0,25.0,248.572
2017-07-29T08:03:56.759Z,1.0,3.07817,50.0,25.0,245.777
2017-07-29T08:03:57.756Z,1.0,3.054,51.0,25.0,246.373
2017-07-29T08:03:58.758Z,1.0,3.01017,49.0,25.0,243.803
2017-07-29T08:03:59.757Z,1.0,2.98273,51.0,25.0,245.765
2017-07-29T08:04:00.757Z,1.0,3.03469,51.0,25.0,244.942
2017-07-29T08:04:01.759Z,1.0,3.07464,51.0,25.0,249.029
2017-07-29T08:04:02.757Z,1.0,3.04244,51.0,25.0,241.163
2017-07-29T08:04:03.758Z,1.0,3.05257,49.0,25.0,242.894
2017-07-29T08:04:04.757Z,1.0,2.91104,50.0,25.0,249.872
2017-07-29T08:04:05.758Z,1.0,2.97233,50.0,25.0,245.137
2017-07-29T08:04:06.757Z,1.0,2.96796,50.0,25.0,248.982
2017-07-29T08:04:07.758Z,1.0,2.9504,49.0,25.0,244.153
2017-07-29T08:04:08.756Z,1.0,3.0472,51.0,25.0,243.195
2017-07-29T08:04:09.758Z,1.0,3.02627,51.0,25.0,249.862
2017-07-29T08:04:10.758Z,1.0,2.95301,51.0,25.0,247.081
2017-07-29T08:04:11.759Z,1.0,3.05757,51.0,25.0,248.795
2017-07-29T08:04:12.757Z,1.0,2.93437,50.0,25.0,241.815
2017-07-29T08:04:13.758Z,1.0,2.98834,51.0,25.0,249.734
2017-07-29T08:04:14.757Z,1.0,3.02505,50.0,25.0,244.929
2017-07-29T08:04:15.757Z,1.0,3.07072,50.0,25.0,240.429
2017-07-29T08:04:16.757Z,1.0,3.03812,49.0,25.0,242.178
2017-07-29T08:04:17.758Z,1.0,2.98123,50.0,25.0,241.678
2017-07-29T08:04:18.756Z,1.0,3.04849,51.0,25.0,244.034
2017-07-29T08:04:19.757Z,1.0,2.98127,50.0,25.0,243.831
2017-07-29T08:04:20.758Z,1.0,2.97518,49.0,25.0,242.514
2017-07-29T08:04:21.758Z,1.0,3.05158,49.0,25.0,243.786
2017-07-29T08:04:22.757Z,1.0,3.01329,50.0,25.0,243.393
2017-07-29T08:04:23.756Z,1.0,3.00698,51.0,25.0,248.971
2017-07-29T08:04:24.758Z,1.0,2.98741,51.0,25.0,240.484
2017-07-29T08:04:25.759Z,1.0,3.09711,50.0,25.0,240.014
2017-07-29T08:04:26.760Z,1.0,3.03034,49.0,25.0,248.949
2017-07-29T08:04:27.768Z,1.0,3.04414,50.0,25.0,246.925
2017-07-29T08:04:28.762Z,1.0,2.95681,49.0,25.0,249.68
2017-07-29T08:04:29.756Z,1.0,2.98613,50.0,25.0,245.987
2017-07-29T08:04:30.758Z,1.0,2.92704,49.0,25.0,242.993
2017-07-29T08:04:31.757Z,1.0,2.90928,51.0,25.0,247.378
2017-07-29T08:04:32.758Z,1.0,2.90531,51.0,25.0,243.41
2017-07-29T08:04:33.756Z,1.0,2.98851,49.0,25.0,248.113
2017-07-29T08:04:34.758Z,1.0,3.03718,49.0,25.0,244.435
2017-07-29T08:04:35.757Z,1.0,2.93902,50.0,25.0,242.39
2017-07-29T08:04:36.757Z,1.0,3.02309,49.0,25.0,249.197
2017-07-29T08:04:37.756Z,1.0,2.93669,50.0,25.0,243.183
2017-07-29T08:04:38.756Z,1.0,3.07863,50.0,25.0,245.902
2017-07-29T08:04:39.758Z,1.0,3.01691,49.0,25.0,246.123
2017-07-29T08:04:40.757Z,1.0,2.9691,49.0,25.0,242.452
2017-07-29T08:04:41.757Z,1.0,3.03553,51.0,25.0,240.639
2017-07-29T08:04:42.757Z,1.0,2.9127,50.0,25.0,248.584
2017-07-29T08:04:43.756Z,1.0,2.99599,49.0,25.0,245.209
2017-07-29T08:04:44.758Z,1.0,3.08766,51.0,25.0,242.733
2017-07-29T08:04:45.757Z,1.0,2.9397,50.0,25.0,244.716
2017-07-29T08:04:46.759Z,1.0,3.07888,50.0,25.0,240.772
2017-07-29T08:04:47.759Z,1.0,2.98571,50.0,25.0,249.45
2017-07-29T08:04:48.757Z,1.0,3.08478,49.0,25.0,241.046
2017-07-29T08:04:49.757Z,1.0,3.01745,50.0,25.0,248.629
2017-07-29T08:04:50.758Z,1.0,3.09869,51.0,25.0,241.027
2017-07-29T08:04:51.757Z,1.0,3.0722,49.0,25.0,247.548
2017-07-29T08:04:52.758Z,1.0,3.00807,51.0,25.0,241.613
2017-07-29T08:04:53.756Z,1.0,3.01941,51.0,25.0,248.001
2017-07-29T08:04:54.758Z,1.0,3.04252,51.0,25.0,241.915
2017-07-29T08:04:55.758Z,1.0,2.94037,51.0,25.0,247.522
2017-07-29T08:04:56.757Z,1.0,3.07382,49.0,25.0,246.558
2017-07-29T08:04:57.758Z,1.0,3.07128,51.0,25.0,245.712
2017-07-29T08:04:58.757Z,1.0,2.95297,49.0,25.0,245.241
2017-07-29T08:04:59.756Z,1.0,2.96675,51.0,25.0,246.539
2017-07-29T08:05:00.757Z,1.0,2.98513,50.0,25.0,246.931
2017-07-29T08:05:01.758Z,1.0,3.00899,51.0,25.0,245.369
2017-07-29T08:05:02.757Z,1.0,3.0187,49.0,25.0,244.734
2017-07-29T08:05:03.758Z,1.0,3.05181,50.0,25.0,249.818
2017-07-29T08:05:04.759Z,1.0,3.08484,51.0,25.0,248.529
2017-07-29T08:05:05.757Z,1.0,2.97535,50.0,25.0,245.567
2017-07-29T08:05:06.757Z,1.0,3.09236,49.0,25.0,247.099
2017-07-29T08:05:07.756Z,1.0,2.96045,50.0,25.0,243.3
2017-07-29T08:05:08.758Z,1.0,2.98697,50.0,25.0,245.924
2017-07-29T08:05:09.757Z,1.0,3.0966,51.0,25.0,242.15
2017-07-29T08:05:10.756Z,1.0,3.04642,49.0,25.0,247.4
2017-07-29T08:05:11.757Z,1.0,3.03948,49.0,25.0,249.784
2017-07-29T08:05:12.757Z,1.0,3.03036,49.0,25.0,243.167
2017-07-29T08:05:13.758Z,1.0,2.95793,50.0,25.0,240.634
2017-07-29T08:05:14.757Z,1.0,2.96066,49.0,25.0,249.68
2017-07-29T08:05:15.768Z,1.0,3.08076,49.0,25.0,243.204
2017-07-29T08:05:16.760Z,1.0,2.99842,51.0,25.0,244.58
2017-07-29T08:05:17.768Z,1.0,3.09651,50.0,25.0,246.008
2017-07-29T08:05:18.757Z,1.0,3.03502,50.0,25.0,248.787
2017-07-29T08:05:19.758Z,1.0,2.99879,50.0,25.0,240.733
2017-07-29T08:05:20.758Z,1.0,3.04854,51.0,25.0,244.088
