time,PressureIn,PressureOut,MotorCurrent,StuffingBoxTemp,Passage
2017-08-19T12:11:40.818Z,1.0,3.00386,50.0,25.0,244.294
2017-08-19T12:11:41.827Z,1.0,2.91036,51.0,25.0,248.448
2017-08-19T12:11:42.811Z,1.0,3.09186,50.0,25.0,249.639
2017-08-19T12:11:43.802Z,1.0,2.97582,49.0,25.0,243.807
2017-08-19T12:11:44.841Z,1.0,2.97695,50.0,25.0,248.599
2017-08-19T12:11:45.815Z,1.0,3.08504,51.0,25.0,249.494
2017-08-19T12:11:46.820Z,1.0,3.09393,50.0,25.0,242.9
2017-08-19T12:11:47.841Z,1.0,2.91141,50.0,25.0,247.602
2017-08-19T12:11:48.803Z,1.0,3.04997,49.0,25.0,240.761
2017-08-19T12:11:49.814Z,1.0,3.04275,51.0,25.0,244.653
2017-08-19T12:11:50.831Z,1.0,2.9201,51.0,25.0,242.374
2017-08-19T12:11:51.808Z,1.0,3.09688,50.0,25.0,249.524
2017-08-19T12:11:52.804Z,1.0,2.97387,50.0,25.0,248.523
2017-08-19T12:11:53.816Z,1.0,3.01601,51.0,25.0,243.634
2017-08-19T12:11:54.835Z,1.0,3.06838,49.0,25.0,244.563
2017-08-19T12:11:55.835Z,1.0,3.03672,50.0,25.0,246.337
2017-08-19T12:11:56.841Z,1.0,2.94341,50.0,25.0,241.886
2017-08-19T12:11:57.886Z,1.0,3.0219,49.0,25.0,240.099
2017-08-19T12:11:58.814Z,1.0,2.93914,50.0,25.0,246.322
2017-08-19T12:11:59.827Z,1.0,2.95211,49.0,25.0,243.316
2017-08-19T12:12:00.859Z,1.0,3.05103,49.0,25.0,243.776
2017-08-19T12:12:01.844Z,1.0,2.93229,51.0,25.0,244.886
2017-08-19T12:12:02.839Z,1.0,2.96494,51.0,25.0,244.131
2017-08-19T12:12:03.835Z,1.0,2.99972,50.0,25.0,245.175
2017-08-19T12:12:04.836Z,1.0,3.00361,50.0,25.0,241.279
2017-08-19T12:12:05.853Z,1.0,3.04594,49.0,25.0,243.935
2017-08-19T12:12:06.864Z,1.0,2.98764,51.0,25.0,246.274
2017-08-19T12:12:07.840Z,1.0,3.01443,49.0,25.0,248.42
2017-08-19T12:12:08.820Z,1.0,3.09593,50.0,25.0,248.38
2017-08-19T12:12:09.824Z,1.0,2.9314,51.0,25.0,245.615
2017-08-19T12:12:10.867Z,1.0,2.92657,51.0,25.0,241.371
2017-08-19T12:12:11.812Z,1.0,2.99451,49.0,25.0,242.309
2017-08-19T12:12:12.815Z,1.0,2.93441,51.0,25.0,246.139
2017-08-19T12:12:13.837Z,1.0,3.00923,51.0,25.0,247.125
2017-08-19T12:12:14.803Z,1.0,3.08142,50.0,25.0,241.691
2017-08-19T12:12:15.841Z,1.0,3.04816,49.0,25.0,240.624
2017-08-19T12:12:16.848Z,1.0,2.9051,49.0,25.0,241.255
2017-08-19T12:12:17.834Z,1.0,3.0426,51.0,25.0,244.671
2017-08-19T12:12:18.844Z,1.0,2.91364,49.0,25.0,244.689
2017-08-19T12:12:19.803Z,1.0,3.02019,49.0,25.0,241.426
2017-08-19T12:12:20.876Z,1.0,3.07949,49.0,25.0,248.936
2017-08-19T12:12:21.848Z,1.0,3.00467,49.0,25.0,247.099
2017-08-19T12:12:22.823Z,1.0,3.05018,50.0,25.0,241.203
2017-08-19T12:12:23.849Z,1.0,2.91747,49.0,25.0,246.978
2017-08-19T12:12:24.801Z,1.0,2.95201,50.0,25.0,241.028
2017-08-19T12:12:25.834Z,1.0,3.09178,51.0,25.0,247.666
2017-08-19T12:12:26.841Z,1.0,2.95314,51.0,25.0,243.748
2017-08-19T12:12:27.807Z,1.0,2.95197,50.0,25.0,241.05
2017-08-19T12:12:28.812Z,1.0,2.90289,49.0,25.0,245.338
2017-08-19T12:12:29.854Z,1.0,2.95108,51.0,25.0,243.653
2017-08-19T12:12:30.874Z,1.0,2.99925,50.0,25.0,243.348
2017-08-19T12:12:31.844Z,1.0,2.92011,51.0,25.0,245.753
2017-08-19T12:12:32.825Z,1.0,2.98013,49.0,25.0,247.081
2017-08-19T12:12:33.854Z,1.0,3.09128,49.0,25.0,248.491
2017-08-19T12:12:34.802Z,1.0,3.01289,50.0,25.0,248.335
2017-08-19T12:12:35.814Z,1.0,2.93724,50.0,25.0,245.127
2017-08-19T12:12:36.847Z,1.0,3.09444,50.0,25.0,248.394
2017-08-19T12:12:37.816Z,1.0,2.94551,49.0,25.0,246.095
2017-08-19T12:12:38.858Z,1.0,2.99628,49.0,25.0,243.564
2017-08-19T12:12:39.848Z,1.0,3.04591,50.0,25.0,247.651
2017-08-19T12:12:40.827Z,1.0,3.02078,51.0,25.0,246.858
2017-08-19T12:12:41.812Z,1.0,2.95472,51.0,25.0,242.094
2017-08-19T12:12:42.824Z,1.0,2.90079,50.0,25.0,243.475
2017-08-19T12:12:43.852Z,1.0,2.91669,49.0,25.0,244.859
2017-08-19T12:12:44.808Z,1.0,2.90026,50.0,25.0,248.959
2017-08-19T12:12:45.841Z,1.0,2.94062,50.0,25.0,241.644
2017-08-19T12:12:46.857Z,1.0,2.98296,51.0,25.0,247.433
2017-08-19T12:12:47.852Z,1.0,2.96041,50.0,25.0,248.27
2017-08-19T12:12:48.846Z,1.0,3.03621,50.0,25.0,249.424
2017-08-19T12:12:49.832Z,1.0,2.93685,49.0,25.0,248.504
2017-08-19T12:12:50.814Z,1.0,2.98904,51.0,25.0,240.802
2017-08-19T12:12:51.819Z,1.0,3.07038,51.0,25.0,241.792
2017-08-19T12:12:52.823Z,1.0,3.07819,51.0,25.0,242.38
2017-08-19T12:12:53.826Z,1.0,2.947,50.0,25.0,245.08
2017-08-19T12:12:54.832Z,1.0,2.91177,50.0,25.0,240.169
2017-08-19T12:12:55.879Z,1.0,2.91348,49.0,25.0,241.813
2017-08-19T12:12:56.840Z,1.0,2.98751,49.0,25.0,245.263
2017-08-19T12:12:57.816Z,1.0,2.99844,49.0,25.0,248.102
2017-08-19T12:12:58.806Z,1.0,2.96329,50.0,25.0,246.175
2017-08-19T12:12:59.829Z,1.0,2.98884,51.0,25.0,242.15
2017-08-19T12:13:00.830Z,1.0,3.07831,50.0,25.0,241.419
2017-08-19T12:13:01.805Z,1.0,2.96051,49.0,25.0,249.64
2017-08-19T12:13:02.840Z,1.0,2.90765,49.0,25.0,242.368
2017-08-19T12:13:03.841Z,1.0,2.97285,51.0,25.0,246.048
2017-08-19T12:13:04.823Z,1.0,2.92759,50.0,25.0,242.336
2017-08-19T12:13:05.821Z,1.0,3.09603,50.0,25.0,248.142
2017-08-19T12:13:06.833Z,1.0,2.99697,50.0,25.0,243.545
2017-08-19T12:13:07.813Z,1.0,2.96918,51.0,25.0,242.422
2017-08-19T12:13:08.863Z,1.0,3.04836,51.0,25.0,245.439
2017-08-19T12:13:09.803Z,1.0,3.01464,50.0,25.0,249.169
2017-08-19T12:13:10.813Z,1.0,3.05476,50.0,25.0,241.991
2017-08-19T12:13:11.818Z,1.0,2.98275,51.0,25.0,248.518
2017-08-19T12:13:12.850Z,1.0,2.91916,50.0,25.0,248.389
2017-08-19T12:13:13.822Z,1.0,2.99688,49.0,25.0,240.533
2017-08-19T12:13:14.800Z,1.0,2.95039,49.0,25.0,245.073
2017-08-19T12:13:15.825Z,1.0,3.03616,50.0,25.0,246.197
2017-08-19T12:13:16.815Z,1.0,3.06423,51.0,25.0,245.828
2017-08-19T12:13:17.815Z,1.0,2.95782,51.0,25.0,241.516
2017-08-19T12:13:18.811Z,1.0,3.00818,51.0,25.0,242.614
2017-08-19T12:13:19.840Z,1.0,3.0475,51.0,25.0,244.007
2017-08-19T12:13:20.841Z,1.0,2.97766,49.0,25.0,249.499
2017-08-19T12:13:21.848Z,1.0,3.01874,51.0,25.0,240.854
2017-08-19T12:13:22.834Z,1.0,2.99507,51.0,25.0,247.495
2017-08-19T12:13:23.802Z,1.0,3.08829,49.0,25.0,242.254
2017-08-19T12:13:24.845Z,1.0,2.98546,51.0,25.0,247.682
2017-08-19T12:13:25.809Z,1.0,2.95584,51.0,25.0,243.184
2017-08-19T12:13:26.835Z,1.0,3.03061,51.0,25.0,247.913
2017-08-19T12:13:27.830Z,1.0,2.94011,49.0,25.0,243.244
2017-08-19T12:13:28.815Z,1.0,3.03929,50.0,25.0,244.887
2017-08-19T12:13:29.833Z,1.0,3.0947,51.0,25.0,248.63
2017-08-19T12:13:30.840Z,1.0,3.06287,49.0,25.0,244.74
2017-08-19T12:13:31.810Z,1.0,2.96896,50.0,25.0,243.891
2017-08-19T12:13:32.825Z,1.0,2.93563,51.0,25.0,247.734
2017-08-19T12:13:33.828Z,1.0,2.9191,50.0,25.0,245.228
2017-08-19T12:13:34.809Z,1.0,3.05415,50.0,25.0,242.413
2017-08-19T12:13:35.838Z,1.0,3.03583,51.0,25.0,242.87
2017-08-19T12:13:36.810Z,1.0,2.95394,50.0,25.0,247.969
2017-08-19T12:13:37.844Z,1.0,2.96309,49.0,25.0,248.858
2017-08-19T12:13:38.830Z,1.0,2.92025,49.0,25.0,246.8
2017-08-19T12:13:39.831Z,1.0,3.06246,49.0,25.0,249.517
2017-08-19T12:13:40.801Z,1.0,3.0079,50.0,25.0,248.535
2017-08-19T12:13:41.842Z,1.0,3.05502,50.0,25.0,240.403
2017-08-19T12:13:42.825Z,1.0,2.96695,49.0,25.0,248.477
2017-08-19T12:13:43.821Z,1.0,2.9708,51.0,25.0,246.646
2017-08-19T12:13:44.801Z,1.0,2.90314,51.0,25.0,243.661
2017-08-19T12:13:45.832Z,1.0,3.08224,49.0,25.0,244.778
2017-08-19T12:13:46.839Z,1.0,3.0675,49.0,25.0,244.845
2017-08-19T12:13:47.830Z,1.0,3.01515,50.0,25.0,244.484
2017-08-19T12:13:48.810Z,1.0,2.99545,50.0,25.0,248.881
2017-08-19T12:13:49.800Z,1.0,2.94534,51.0,25.0,241.563
2017-08-19T12:13:50.815Z,1.0,2.92496,49.0,25.0,249.546
2017-08-19T12:13:51.845Z,1.0,3.02559,51.0,25.0,247.911
2017-08-19T12:13:52.829Z,1.0,3.04308,50.0,25.0,241.936
2017-08-19T12:13:53.847Z,1.0,3.07042,50.0,25.0,241.894
2017-08-19T12:13:54.816Z,1.0,3.06294,51.0,25.0,242.587
2017-08-19T12:13:55.859Z,1.0,2.98149,51.0,25.0,244.176
2017-08-19T12:13:56.834Z,1.0,2.94696,51.0,25.0,240.494
2017-08-19T12:13:57.860Z,1.0,2.94851,49.0,25.0,241.31
2017-08-19T12:13:58.819Z,1.0,3.08867,50.0,25.0,249.636
2017-08-19T12:13:59.832Z,1.0,3.03386,50.0,25.0,243.301
2017-08-19T12:14:00.848Z,1.0,2.97255,51.0,25.0,247.622
2017-08-19T12:14:01.818Z,1.0,3.07057,51.0,25.0,243.254
2017-08-19T12:14:02.846Z,1.0,3.07212,49.0,25.0,243.904
2017-08-19T12:14:03.834Z,1.0,2.9952,51.0,25.0,248.342
2017-08-19T12:14:04.802Z,1.0,2.94706,51.0,25.0,240.951
2017-08-19T12:14:05.822Z,1.0,2.92699,49.0,25.0,242.892
2017-08-19T12:14:06.806Z,1.0,2.98478,49.0,25.0,249.076
2017-08-19T12:14:07.821Z,1.0,3.01587,50.0,25.0,247.703
2017-08-19T12:14:08.857Z,1.0,3.0259,50.0,25.0,246.466
2017-08-19T12:14:09.801Z,1.0,3.04025,51.0,25.0,245.968
2017-08-19T12:14:10.853Z,1.0,3.04207,50.0,25.0,246.701
2017-08-19T12:14:11.850Z,1.0,3.06529,50.0,25.0,246.685
2017-08-19T12:14:12.849Z,1.0,2.92184,50.0,25.0,242.867
2017-08-19T12:14:13.834Z,1.0,3.09962,49.0,25.0,242.35
2017-08-19T12:14:14.834Z,1.0,3.09294,50.0,25.0,246.503
2017-08-19T12:14:15.804Z,1.0,2.93716,49.0,25.0,240.467
2017-08-19T12:14:16.819Z,1.0,2.99102,50.0,25.0,247.431
2017-08-19T12:14:17.859Z,1.0,2.96643,50.0,25.0,248.984
2017-08-19T12:14:18.801Z,1.0,2.90052,50.0,25.0,243.032
2017-08-19T12:14:19.824Z,1.0,2.99718,49.0,25.0,245.694
2017-08-19T12:14:20.858Z,1.0,3.06923,50.0,25.0,249.318
2017-08-19T12:14:21.822Z,1.0,3.01895,49.0,25.0,241.919
2017-08-19T12:14:22.877Z,1.0,3.05751,50.0,25.0,247.103
2017-08-19T12:14:23.817Z,1.0,2.99209,51.0,25.0,242.87
2017-08-19T12:14:24.821Z,1.0,3.05233,49.0,25.0,241.255
2017-08-19T12:14:25.874Z,1.0,3.00533,50.0,25.0,242.109
2017-08-19T12:14:26.805Z,1.0,2.9801,51.0,25.0,245.462
2017-08-19T12:14:27.843Z,1.0,2.93881,50.0,25.0,246.735
