time,PressureIn,PressureOut,MotorCurrent,StuffingBoxTemp,Passage
2017-08-12T11:16:49.757Z,1.0,3.07788,50.0,25.0,245.453
2017-08-12T11:16:50.756Z,1.0,3.00276,51.0,25.0,243.049
2017-08-12T11:16:51.757Z,1.0,3.078,50.0,25.0,246.458
2017-08-12T11:16:52.758Z,1.0,3.08282,50.0,25.0,243.813
2017-08-12T11:16:53.758Z,1.0,3.08619,50.0,25.0,249.526
2017-08-12T11:16:54.758Z,1.0,3.03597,50.0,25.0,246.718
2017-08-12T11:16:55.757Z,1.0,3.06382,50.0,25.0,243.325
2017-08-12T11:16:56.757Z,1.0,2.91916,49.0,25.0,246.276
2017-08-12T11:16:57.758Z,1.0,3.03592,51.0,25.0,244.712
2017-08-12T11:16:58.756Z,1.0,2.9498,50.0,25.0,248.969
2017-08-12T11:16:59.757Z,1.0,3.05649,50.0,25.0,248.117
2017-08-12T11:17:00.758Z,1.0,3.09896,49.0,25.0,241.425
2017-08-12T11:17:01.757Z,1.0,3.05311,50.0,25.0,245.847
2017-08-12T11:17:02.759Z,1.0,3.06339,51.0,25.0,245.815
2017-08-12T11:17:03.756Z,1.0,3.03528,51.0,25.0,244.133
2017-08-12T11:17:04.757Z,1.0,2.9844,51.0,25.0,244.796
2017-08-12T11:17:05.757Z,1.0,2.98274,49.0,25.0,245.009
2017-08-12T11:17:06.758Z,1.0,3.02716,51.0,25.0,246.461
2017-08-12T11:17:07.759Z,1.0,2.99582,50.0,25.0,244.176
2017-08-12T11:17:08.758Z,1.0,2.95162,51.0,25.0,247.089
2017-08-12T11:17:09.757Z,1.0,3.01562,50.0,25.0,246.228
2017-08-12T11:17:10.756Z,1.0,3.02075,49.0,25.0,247.378
2017-08-12T11:17:11.757Z,1.0,3.03105,50.0,25.0,247.148
2017-08-12T11:17:12.756Z,1.0,2.92797,51.0,25.0,247.345
2017-08-12T11:17:13.758Z,1.0,3.00949,50.0,25.0,246.072
2017-08-12T11:17:14.757Z,1.0,3.00913,50.0,25.0,247.623
2017-08-12T11:17:15.757Z,1.0,3.04083,51.0,25.0,240.37
