time,PressureIn,PressureOut,MotorCurrent,StuffingBoxTemp,Passage
2017-08-17T15:43:29.757Z,1.0,3.07364,50.0,25.0,243.789
2017-08-17T15:43:30.756Z,1.0,2.91585,50.0,25.0,242.127
2017-08-17T15:43:31.764Z,1.0,3.09798,50.0,25.0,248.687
2017-08-17T15:43:32.756Z,1.0,2.96731,50.0,25.0,249.74
2017-08-17T15:43:33.758Z,1.0,3.09312,49.0,25.0,249.627
2017-08-17T15:43:34.757Z,1.0,2.9598,51.0,25.0,243.094
2017-08-17T15:43:35.757Z,1.0,2.92788,50.0,25.0,249.905
2017-08-17T15:43:36.758Z,1.0,3.0012,50.0,25.0,246.459
2017-08-17T15:43:37.757Z,1.0,2.99563,51.0,25.0,248.963
2017-08-17T15:43:38.756Z,1.0,2.94443,49.0,25.0,246.963
2017-08-17T15:43:39.757Z,1.0,2.96531,49.0,25.0,245.318
2017-08-17T15:43:40.757Z,1.0,2.92552,49.0,25.0,243.057
2017-08-17T15:43:41.758Z,1.0,3.01029,49.0,25.0,244.393
2017-08-17T15:43:42.757Z,1.0,2.94584,49.0,25.0,249.186
2017-08-17T15:43:43.758Z,1.0,2.96526,51.0,25.0,241.184
2017-08-17T15:43:44.757Z,1.0,2.98908,50.0,25.0,240.532
2017-08-17T15:43:45.757Z,1.0,3.01042,49.0,25.0,245.406
2017-08-17T15:43:46.757Z,1.0,2.94561,51.0,25.0,244.482
2017-08-17T15:43:47.758Z,1.0,2.97787,50.0,25.0,242.378
2017-08-17T15:43:48.756Z,1.0,3.03254,51.0,25.0,243.051
2017-08-17T15:43:49.756Z,1.0,2.94251,50.0,25.0,247.777
2017-08-17T15:43:50.758Z,1.0,3.07327,51.0,25.0,249.191
2017-08-17T15:43:51.757Z,1.0,2.92451,50.0,25.0,249.736
2017-08-17T15:43:52.758Z,1.0,2.96016,49.0,25.0,245.946
2017-08-17T15:43:53.757Z,1.0,3.01649,50.0,25.0,248.78
2017-08-17T15:43:54.756Z,1.0,3.09307,49.0,25.0,247.033
2017-08-17T15:43:55.756Z,1.0,2.98194,49.0,25.0,246.167
2017-08-17T15:43:56.757Z,1.0,2.98992,49.0,25.0,246.945
2017-08-17T15:43:57.757Z,1.0,3.07618,50.0,25.0,245.373
2017-08-17T15:43:58.757Z,1.0,3.02853,49.0,25.0,244.162
2017-08-17T15:43:59.757Z,1.0,3.04365,49.0,25.0,241.224
2017-08-17T15:44:00.758Z,1.0,3.02598,51.0,25.0,249.053
2017-08-17T15:44:01.757Z,1.0,3.06846,49.0,25.0,247.57
2017-08-17T15:44:02.757Z,1.0,2.91869,51.0,25.0,244.483
2017-08-17T15:44:03.757Z,1.0,3.02663,51.0,25.0,248.811
2017-08-17T15:44:04.757Z,1.0,2.99713,49.0,25.0,248.534
2017-08-17T15:44:05.757Z,1.0,3.03008,51.0,25.0,244.171
2017-08-17T15:44:06.757Z,1.0,2.99969,50.0,25.0,241.163
2017-08-17T15:44:07.757Z,1.0,3.09286,51.0,25.0,247.738
2017-08-17T15:44:08.757Z,1.0,2.90496,49.0,25.0,246.429
2017-08-17T15:44:09.758Z,1.0,2.91074,51.0,25.0,243.044
2017-08-17T15:44:10.757Z,1.0,2.90557,50.0,25.0,245.266
2017-08-17T15:44:11.757Z,1.0,2.95377,49.0,25.0,249.778
2017-08-17T15:44:12.757Z,1.0,3.02569,49.0,25.0,247.047
2017-08-17T15:44:13.757Z,1.0,3.05138,51.0,25.0,243.146
2017-08-17T15:44:14.757Z,1.0,2.98185,50.0,25.0,247.453
2017-08-17T15:44:15.757Z,1.0,2.92683,50.0,25.0,244.943
2017-08-17T15:44:16.757Z,1.0,3.00907,49.0,25.0,241.862
2017-08-17T15:44:17.756Z,1.0,3.0361,50.0,25.0,240.468
2017-08-17T15:44:18.757Z,1.0,2.90594,51.0,25.0,243.693
2017-08-17T15:44:19.758Z,1.0,2.91272,49.0,25.0,248.653
2017-08-17T15:44:20.757Z,1.0,2.91847,50.0,25.0,242.265
2017-08-17T15:44:21.758Z,1.0,2.93684,50.0,25.0,245.092
2017-08-17T15:44:22.758Z,1.0,2.90766,49.0,25.0,240.908
2017-08-17T15:44:23.757Z,1.0,2.96206,51.0,25.0,240.48
2017-08-17T15:44:24.757Z,1.0,2.95561,51.0,25.0,249.595
2017-08-17T15:44:25.757Z,1.0,3.06926,49.0,25.0,241.56
2017-08-17T15:44:26.757Z,1.0,2.9842,51.0,25.0,243.504
2017-08-17T15:44:27.757Z,1.0,3.00024,49.0,25.0,249.168
2017-08-17T15:44:28.764Z,1.0,2.91387,50.0,25.0,245.892
