,anomalyExtent,_time,epoc
0,0.11968889999999419,2019-01-29T03:39:21.662351Z,1548751161.0
1,0.14309869999999023,2019-01-29T04:39:21.662351Z,1548754761.0
2,0.31320809999999144,2019-01-29T05:39:21.662351Z,1548758361.0
3,0.3512740000000122,2019-01-29T06:39:21.662351Z,1548761961.0
4,0.3726209000000097,2019-01-29T07:39:21.662351Z,1548765561.0
5,0.5212589999999807,2019-01-29T08:39:21.662351Z,1548769161.0
6,0.6466788999999779,2019-01-29T09:39:21.662351Z,1548772761.0
7,0.8764042999999845,2019-01-29T10:39:21.662351Z,1548776361.0
8,0.9795646999999917,2019-01-29T11:39:21.662351Z,1548779961.0
9,0.9295334000000196,2019-01-29T12:39:21.662351Z,1548783561.0
10,0.9638256999999669,2019-01-29T13:39:21.662351Z,1548787161.0
11,0.9779961999999728,2019-01-29T14:39:21.662351Z,1548790761.0
12,1.0037582999999812,2019-01-29T15:39:21.662351Z,1548794361.0
13,1.256651400000004,2019-01-29T16:39:21.662351Z,1548797961.0
14,1.2431582999999704,2019-01-29T17:39:21.662351Z,1548801561.0
15,1.5610455,2019-01-29T18:39:21.662351Z,1548805161.0
16,1.6230752999999765,2019-01-29T19:39:21.662351Z,1548808761.0
17,1.9037763999999924,2019-01-29T20:39:21.662351Z,1548812361.0
18,2.0495365000000105,2019-01-29T21:39:21.662351Z,1548815961.0
19,2.102651299999985,2019-01-29T22:39:21.662351Z,1548819561.0
20,2.0808667999999897,2019-01-29T23:39:21.662351Z,1548823161.0
21,2.1784039000000006,2019-01-30T00:39:21.662351Z,1548826761.0
22,2.245231299999966,2019-01-30T01:39:21.662351Z,1548830361.0
23,2.1051873999999997,2019-01-30T02:39:21.662351Z,1548833961.0
24,2.0915616,2019-01-30T03:39:21.662351Z,1548837561.0
25,2.1973514999999906,2019-01-30T04:39:21.662351Z,1548841161.0
26,2.359096099999982,2019-01-30T05:39:21.662351Z,1548844761.0
27,2.1225570999999888,2019-01-30T06:39:21.662351Z,1548848361.0
28,1.9484647999999765,2019-01-30T07:39:21.662351Z,1548851961.0
29,1.957292999999987,2019-01-30T08:39:21.662351Z,1548855561.0
30,2.0499154999999916,2019-01-30T09:39:21.662351Z,1548859161.0
31,2.035578099999975,2019-01-30T10:39:21.662351Z,1548862761.0
32,2.0007100999999863,2019-01-30T11:39:21.662351Z,1548866361.0
33,2.1055771999999933,2019-01-30T12:39:21.662351Z,1548869961.0
34,1.864702299999999,2019-01-30T13:39:21.662351Z,1548873561.0
35,1.7012066999999944,2019-01-30T14:39:21.662351Z,1548877161.0
36,1.6111714999999776,2019-01-30T15:39:21.662351Z,1548880761.0
37,1.6092568999999854,2019-01-30T16:39:21.662351Z,1548884361.0
38,1.436678199999983,2019-01-30T17:39:21.662351Z,1548887961.0
39,1.4686506999999778,2019-01-30T18:39:21.662351Z,1548891561.0
40,1.4030322999999725,2019-01-30T19:39:21.662351Z,1548895161.0
41,1.420693499999993,2019-01-30T20:39:21.662351Z,1548898761.0
42,1.2469696999999598,2019-01-30T21:39:21.662351Z,1548902361.0
43,1.3128970999999807,2019-01-30T22:39:21.662351Z,1548905961.0
44,1.1339201999999715,2019-01-30T23:39:21.662351Z,1548909561.0
45,1.078151200000002,2019-01-31T00:39:21.662351Z,1548913161.0
46,1.127568299999973,2019-01-31T01:39:21.662351Z,1548916761.0
47,1.1743514999999944,2019-01-31T02:39:21.662351Z,1548920361.0
48,1.218278499999991,2019-01-31T03:39:21.662351Z,1548923961.0
49,1.328154400000011,2019-01-31T04:39:21.662351Z,1548927561.0
50,1.4244212999999717,2019-01-31T05:39:21.662351Z,1548931161.0
51,1.285465599999975,2019-01-31T06:39:21.662351Z,1548934761.0
52,1.3446240000000045,2019-01-31T07:39:21.662351Z,1548938361.0
53,1.4066399000000103,2019-01-31T08:39:21.662351Z,1548941961.0
54,1.4121562999999582,2019-01-31T09:39:21.662351Z,1548945561.0
55,1.5310901999999884,2019-01-31T10:39:21.662351Z,1548949161.0
56,1.5453386000000022,2019-01-31T11:39:21.662351Z,1548952761.0
57,1.5587141999999914,2019-01-31T12:39:21.662351Z,1548956361.0
58,1.594575799999967,2019-01-31T13:39:21.662351Z,1548959961.0
59,1.6177031999999882,2019-01-31T14:39:21.662351Z,1548963561.0
60,1.5971827999999788,2019-01-31T15:39:21.662351Z,1548967161.0
61,1.565605299999953,2019-01-31T16:39:21.662351Z,1548970761.0
62,1.5559999000000118,2019-01-31T17:39:21.662351Z,1548974361.0
63,1.461810099999974,2019-01-31T18:39:21.662351Z,1548977961.0
64,1.5521941999999966,2019-01-31T19:39:21.662351Z,1548981561.0
65,1.4565004000000044,2019-01-31T20:39:21.662351Z,1548985161.0
66,1.3926213999999901,2019-01-31T21:39:21.662351Z,1548988761.0
67,1.3142501000000038,2019-01-31T22:39:21.662351Z,1548992361.0
68,1.557644900000008,2019-01-31T23:39:21.662351Z,1548995961.0
69,1.845831400000003,2019-02-01T00:39:21.662351Z,1548999561.0
70,1.9030241000000045,2019-02-01T01:39:21.662351Z,1549003161.0
71,2.1254819000000054,2019-02-01T02:39:21.662351Z,1549006761.0
72,2.1213322999999717,2019-02-01T03:39:21.662351Z,1549010361.0
73,2.374538499999994,2019-02-01T04:39:21.662351Z,1549013961.0
74,2.212348000000014,2019-02-01T05:39:21.662351Z,1549017561.0
75,2.202281899999997,2019-02-01T06:39:21.662351Z,1549021161.0
76,2.322045299999979,2019-02-01T07:39:21.662351Z,1549024761.0
77,2.4690606999999942,2019-02-01T08:39:21.662351Z,1549028361.0
78,2.524563899999998,2019-02-01T09:39:21.662351Z,1549031961.0
79,2.6199271000000066,2019-02-01T10:39:21.662351Z,1549035561.0
80,2.6192109000000072,2019-02-01T11:39:21.662351Z,1549039161.0
81,2.4666836999999986,2019-02-01T12:39:21.662351Z,1549042761.0
82,2.618043399999999,2019-02-01T13:39:21.662351Z,1549046361.0
83,2.5093154999999796,2019-02-01T14:39:21.662351Z,1549049961.0
84,2.4628111999999702,2019-02-01T15:39:21.662351Z,1549053561.0
85,2.4941298999999844,2019-02-01T16:39:21.662351Z,1549057161.0
86,2.3544680999999854,2019-02-01T17:39:21.662351Z,1549060761.0
87,2.2740075000000046,2019-02-01T18:39:21.662351Z,1549064361.0
88,2.228008600000004,2019-02-01T19:39:21.662351Z,1549067961.0
89,2.302315399999992,2019-02-01T20:39:21.662351Z,1549071561.0
90,2.3166065999999943,2019-02-01T21:39:21.662351Z,1549075161.0
91,2.3251326999999775,2019-02-01T22:39:21.662351Z,1549078761.0
92,2.5753026999999746,2019-02-01T23:39:21.662351Z,1549082361.0
93,2.5450856999999814,2019-02-02T00:39:21.662351Z,1549085961.0
94,2.7561004000000024,2019-02-02T01:39:21.662351Z,1549089561.0
95,2.860849699999983,2019-02-02T02:39:21.662351Z,1549093161.0
96,3.047049900000013,2019-02-02T03:39:21.662351Z,1549096761.0
97,3.0693483999999898,2019-02-02T04:39:21.662351Z,1549100361.0
98,3.039125100000001,2019-02-02T05:39:21.662351Z,1549103961.0
99,2.971314000000001,2019-02-02T06:39:21.662351Z,1549107561.0
100,2.9809537999999747,2019-02-02T07:39:21.662351Z,1549111161.0
101,3.020230499999991,2019-02-02T08:39:21.662351Z,1549114761.0
102,2.9761820999999826,2019-02-02T09:39:21.662351Z,1549118361.0
103,3.117302499999988,2019-02-02T10:39:21.662351Z,1549121961.0
104,3.355852199999981,2019-02-02T11:39:21.662351Z,1549125561.0
105,3.649929299999991,2019-02-02T12:39:21.662351Z,1549129161.0
106,3.746921100000003,2019-02-02T13:39:21.662351Z,1549132761.0
107,3.8498269999999706,2019-02-02T14:39:21.662351Z,1549136361.0
108,3.8973085000000025,2019-02-02T15:39:21.662351Z,1549139961.0
109,3.9888755999999943,2019-02-02T16:39:21.662351Z,1549143561.0
110,4.073415499999976,2019-02-02T17:39:21.662351Z,1549147161.0
111,4.270137699999987,2019-02-02T18:39:21.662351Z,1549150761.0
112,4.292001299999976,2019-02-02T19:39:21.662351Z,1549154361.0
113,4.324659999999989,2019-02-02T20:39:21.662351Z,1549157961.0
114,4.389666,2019-02-02T21:39:21.662351Z,1549161561.0
115,4.409876399999996,2019-02-02T22:39:21.662351Z,1549165161.0
116,4.5129681999999836,2019-02-02T23:39:21.662351Z,1549168761.0
117,4.52962479999996,2019-02-03T00:39:21.662351Z,1549172361.0
118,4.813564799999989,2019-02-03T01:39:21.662351Z,1549175961.0
119,4.7033423999999915,2019-02-03T02:39:21.662351Z,1549179561.0
120,4.745100599999995,2019-02-03T03:39:21.662351Z,1549183161.0
121,4.681480999999986,2019-02-03T04:39:21.662351Z,1549186761.0
122,4.52852479999998,2019-02-03T05:39:21.662351Z,1549190361.0
123,4.80737519999999,2019-02-03T06:39:21.662351Z,1549193961.0
124,4.794712299999981,2019-02-03T07:39:21.662351Z,1549197561.0
125,5.016046599999976,2019-02-03T08:39:21.662351Z,1549201161.0
126,4.984181799999982,2019-02-03T09:39:21.662351Z,1549204761.0
127,4.923846899999996,2019-02-03T10:39:21.662351Z,1549208361.0
128,4.941018699999967,2019-02-03T11:39:21.662351Z,1549211961.0
129,4.967150599999991,2019-02-03T12:39:21.662351Z,1549215561.0
130,5.057607899999988,2019-02-03T13:39:21.662351Z,1549219161.0
131,5.197839799999992,2019-02-03T14:39:21.662351Z,1549222761.0
132,5.3035946999999855,2019-02-03T15:39:21.662351Z,1549226361.0
133,5.089391000000001,2019-02-03T16:39:21.662351Z,1549229961.0
134,4.960971699999982,2019-02-03T17:39:21.662351Z,1549233561.0
135,5.2291214999999855,2019-02-03T18:39:21.662351Z,1549237161.0
136,5.396803099999966,2019-02-03T19:39:21.662351Z,1549240761.0
137,5.608534700000002,2019-02-03T20:39:21.662351Z,1549244361.0
138,5.548784599999999,2019-02-03T21:39:21.662351Z,1549247961.0
139,5.80768319999998,2019-02-03T22:39:21.662351Z,1549251561.0
140,5.791490799999986,2019-02-03T23:39:21.662351Z,1549255161.0
141,5.858571399999983,2019-02-04T00:39:21.662351Z,1549258761.0
142,5.989432399999993,2019-02-04T01:39:21.662351Z,1549262361.0
143,6.196168199999983,2019-02-04T02:39:21.662351Z,1549265961.0
144,6.289183299999957,2019-02-04T03:39:21.662351Z,1549269561.0
145,6.428313199999986,2019-02-04T04:39:21.662351Z,1549273161.0
146,6.605060199999963,2019-02-04T05:39:21.662351Z,1549276761.0
147,6.630867299999972,2019-02-04T06:39:21.662351Z,1549280361.0
148,6.9091803999999915,2019-02-04T07:39:21.662351Z,1549283961.0
149,6.964672299999984,2019-02-04T08:39:21.662351Z,1549287561.0
150,6.932845100000003,2019-02-04T09:39:21.662351Z,1549291161.0
151,7.1086762999999795,2019-02-04T10:39:21.662351Z,1549294761.0
152,7.051886199999979,2019-02-04T11:39:21.662351Z,1549298361.0
153,7.295101399999988,2019-02-04T12:39:21.662351Z,1549301961.0
154,7.478621599999991,2019-02-04T13:39:21.662351Z,1549305561.0
155,7.438258600000006,2019-02-04T14:39:21.662351Z,1549309161.0
156,7.63410100000001,2019-02-04T15:39:21.662351Z,1549312761.0
157,7.950598799999961,2019-02-04T16:39:21.662351Z,1549316361.0
158,8.018698799999976,2019-02-04T17:39:21.662351Z,1549319961.0
159,8.295191299999965,2019-02-04T18:39:21.662351Z,1549323561.0
160,8.595041499999974,2019-02-04T19:39:21.662351Z,1549327161.0
161,8.616957199999968,2019-02-04T20:39:21.662351Z,1549330761.0
